doi,author,editor,isbn,issn,journal,note,number,pages,publisher,title,url,volume,year
10.1111/jbi.12331,"Loader, Simon P. and Sara Ceccarelli, F. and Menegon, Michele and Howell, Kim M. and Kassahun, Roman and Mengistu, Abebe A. and Saber, Samy A. and Gebresenbet, Fikirte and de Sá, Rafael and Davenport, Tim R. B. and Larson, Joanna G. and Müller, Hendrik and Wilkinson, Mark and Gower, David J.","Linder, Peter",,1365-2699,Journal of Biogeography,,9,1781–1792,Wiley,Persistence and stability of Eastern Afromontane forests: evidence from brevicipitid frogs,http://dx.doi.org/10.1111/jbi.12331,41,2014
10.1007/s10531-014-0642-5,"Mendoza, Angela María and Arita, Héctor T.",,,1572-9710,Biodiversity and Conservation,,4,909–926,Springer Science and Business Media LLC,"Priority setting by sites and by species using rarity, richness and phylogenetic diversity: the case of neotropical glassfrogs (Anura: Centrolenidae)",http://dx.doi.org/10.1007/s10531-014-0642-5,23,2014
10.1038/ncomms5473,"Mishler, Brent D. and Knerr, Nunzio and González-Orozco, Carlos E. and Thornhill, Andrew H. and Laffan, Shawn W. and Miller, Joseph T.",,,2041-1723,Nature Communications,,1,,Springer Science and Business Media LLC,Phylogenetic measures of biodiversity and neo- and paleo-endemism in Australian Acacia,http://dx.doi.org/10.1038/ncomms5473,5,2014
10.7751/telopea20148280,"Nagalingum, Nathalie S and Knerr, Nunzio and Mishler, Brent D and Cargill, D Christine",,,0312-9764,Telopea,,,383–392,Royal Botanical Gardens and Domain Trust,Overlapping fern and Bryophyte hotspots: Assessing ferns as a predictor of Bryophyte diversity,http://dx.doi.org/10.7751/telopea20148280,17,2014
10.1371/journal.pone.0114657,"Perales, Hugo and Golicher, Duncan","El-Shemy, Hany A.",,1932-6203,PLoS ONE,,12,e114657,Public Library of Science (PLoS),Mapping the Diversity of Maize Races in Mexico,http://dx.doi.org/10.1371/journal.pone.0114657,9,2014
10.1111/j.1600-0587.2013.00466.x,"Rosauer, Dan F. and Ferrier, Simon and Williams, Kristen J. and Manion, Glenn and Keogh, J. Scott and Laffan, Shawn W.",,,1600-0587,Ecography,,1,21–32,Wiley,Phylogenetic generalised dissimilarity modelling: a new approach to analysing and predicting spatial turnover in the phylogenetic composition of communities,http://dx.doi.org/10.1111/j.1600-0587.2013.00466.x,37,2013
10.1111/jbi.12219,"Weber, Lui C. and VanDerWal, Jeremy and Schmidt, Susanne and McDonald, William J. F. and Shoo, Luke P.","Ladiges, Pauline",,1365-2699,Journal of Biogeography,,2,222–238,Wiley,Patterns of rain forest plant endemism in subtropical Australia relate to stable mesic refugia and species dispersal limitations,http://dx.doi.org/10.1111/jbi.12219,41,2013
10.1080/14772000.2013.865681,"Bitencourt, Cássia and Rapini, Alessandro",,,1478-0933,Systematics and Biodiversity,,4,525–536,Informa UK Limited,Centres of Endemism in the Espinhaço Range: identifying cradles and museums of Asclepiadoideae (Apocynaceae),http://dx.doi.org/10.1080/14772000.2013.865681,11,2013
10.1371/journal.pone.0059227,"Di Virgilio, Giovanni and Laffan, Shawn W. and Ebach, Malte C.","Roberts, David L.",,1932-6203,PLoS ONE,,4,e59227,Public Library of Science (PLoS),"Quantifying High Resolution Transitional Breaks in Plant and Mammal Distributions at Regional Extent and Their Association with Climate, Topography and Geology",http://dx.doi.org/10.1371/journal.pone.0059227,8,2013
10.1111/jbi.12153,"González‐Orozco, Carlos E. and Laffan, Shawn W. and Knerr, Nunzio and Miller, Joseph T.","Jetz, Walter",,1365-2699,Journal of Biogeography,,11,2156–2166,Wiley,A biogeographical regionalization of Australian Acacia species,http://dx.doi.org/10.1111/jbi.12153,40,2013
10.1371/journal.pone.0080685,"Kooyman, Robert M. and Rossetto, Maurizio and Sauquet, Hervé and Laffan, Shawn W.","Fontaneto, Diego",,1932-6203,PLoS ONE,,12,e80685,Public Library of Science (PLoS),Landscape Patterns in Rainforest Phylogenetic Signal: Isolated Islands of Refugia or Structured Continental Distributions?,http://dx.doi.org/10.1371/journal.pone.0080685,8,2013
10.1111/jbi.12001,"Laffan, Shawn W. and Ramp, Daniel and Roger, Erin","Ebach, Malte",,1365-2699,Journal of Biogeography,,3,570–578,Wiley,Using endemism to assess representation of protected areas – the family Myrtaceae in the Greater Blue Mountains World Heritage Area,http://dx.doi.org/10.1111/jbi.12001,40,2012
10.1080/13658816.2012.717627,"Amboni, Mayra P.M. and Laffan, Shawn W.",,,1362-3087,International Journal of Geographical Information Science,,11,2097–2109,Informa UK Limited,The effect of species geographical distribution estimation methods on richness and phylogenetic diversity estimates,http://dx.doi.org/10.1080/13658816.2012.717627,26,2012
10.1080/13658816.2012.692371,"Burley, Hugh Munro and Laffan, Shawn William and Williams, Kristen Jennifer",,,1362-3087,International Journal of Geographical Information Science,,11,2065–2081,Informa UK Limited,Spatial non-stationarity and anisotropy of compositional turnover in eastern Australian Myrtaceae species,http://dx.doi.org/10.1080/13658816.2012.692371,26,2012
10.1111/j.1365-2699.2012.02739.x,"Di Virgilio, Giovanni and Laffan, Shawn W. and Ebach, Malte C.",,,1365-2699,Journal of Biogeography,,10,1862–1876,Wiley,"Fine‐scale quantification of floral and faunal breaks and their geographic correlates, with an example from south‐eastern Australia",http://dx.doi.org/10.1111/j.1365-2699.2012.02739.x,39,2012
10.1007/s10592-012-0370-x,"González-Orozco, Carlos E. and Brown, Anthony H. D. and Knerr, Nunzio and Miller, Joseph T. and Doyle, Jeff J.",,,1572-9737,Conservation Genetics,,5,1269–1281,Springer Science and Business Media LLC,Hotspots of diversity of wild Australian soybean relatives and their conservation in situ,http://dx.doi.org/10.1007/s10592-012-0370-x,13,2012
10.1080/14772000.2012.705356,"Ribeiro, Patrícia Luz and Rapini, Alessandro and Silva, Uiara Catharina Soares e and Konno, Tatiana Ungareti Paleo and Damascena, Leilton Santos and van den Berg, Cássio",,,1478-0933,Systematics and Biodiversity,,3,317–331,Informa UK Limited,"Spatial analyses of the phylogenetic diversity ofMinaria(Apocynaceae): assessing priority areas for conservation in the Espinhaço Range, Brazil",http://dx.doi.org/10.1080/14772000.2012.705356,10,2012
10.1111/j.1365-2699.2012.02756.x,"Schmidt‐Lebuhn, Alexander N. and Knerr, Nunzio J. and González‐Orozco, Carlos E.",,,1365-2699,Journal of Biogeography,,11,2072–2080,Wiley,Distorted perception of the spatial distribution of plant diversity through uneven collecting efforts: the example of Asteraceae in Australia,http://dx.doi.org/10.1111/j.1365-2699.2012.02756.x,39,2012
10.1179/1743282012y.0000000004,"Stevenson, Lisa A and González-Orozco, Carlos E and Knerr, Nunzio and Cargill, D Christine and Miller, Joseph T",,,1743-2820,Journal of Bryology,,2,101–107,Informa UK Limited,Species richness and endemism of Australian bryophytes,http://dx.doi.org/10.1179/1743282012Y.0000000004,34,2012
10.1071/bt11112,"González-Orozco, Carlos E. and Laffan, Shawn W. and Miller, Joseph T.",,,0067-1924,Australian Journal of Botany,,7,601,CSIRO Publishing,Spatial distribution of species richness and endemism of the genus Acacia in Australia,http://dx.doi.org/10.1071/BT11112,59,2011
10.1111/j.1365-294x.2009.04311.x,"ROSAUER, DAN and LAFFAN, SHAWN W. and CRISP, MICHAEL D. and DONNELLAN, STEPHEN C. and COOK, LYN G.",,,1365-294X,Molecular Ecology,,19,4061–4072,Wiley,Phylogenetic endemism: a new approach for identifying geographical concentrations of evolutionary history,http://dx.doi.org/10.1111/j.1365-294X.2009.04311.x,18,2009
10.1111/j.1467-968x.2008.00209.x,"Jones, Caroline and Laffan, Shawn",,,1467-968X,Transactions of the Philological Society,,3,456–486,Wiley,Lexical similarity and endemism in historical wordlists of Australian Aboriginal languages of the greater Sydney region,http://dx.doi.org/10.1111/j.1467-968X.2008.00209.x,106,2008
10.1111/j.1466-8238.2006.00250.x,"Bickford, Sophia A. and Laffan, Shawn W.",,,1466-8238,Global Ecology and Biogeography,,6,588–601,Wiley,Multi‐extent analysis of the relationship between pteridophyte species richness and climate,http://dx.doi.org/10.1111/j.1466-8238.2006.00250.x,15,2006
10.1111/j.1365-2699.2004.01127.x,"Bickford, Sophia A. and Laffan, Shawn W. and de Kok, Rogier P. J. and Orthia, Lindy A.",,,1365-2699,Journal of Biogeography,,11,1715–1733,Wiley,Spatial analysis of taxonomic and genetic patterns and their potential for understanding evolutionary histories,http://dx.doi.org/10.1111/j.1365-2699.2004.01127.x,31,2004
10.1046/j.1365-2699.2003.00875.x,"Laffan, Shawn W. and Crisp, Michael D.",,,1365-2699,Journal of Biogeography,,4,511–520,Wiley,"Assessing endemism at multiple spatial scales, with an example from the Australian vascular flora",http://dx.doi.org/10.1046/j.1365-2699.2003.00875.x,30,2003
10.1046/j.1365-2699.2001.00524.x,"Crisp, M. D. and Laffan, S. and Linder, H. P. and Monro, A.",,,1365-2699,Journal of Biogeography,,2,183–198,Wiley,Endemism in the Australian flora,http://dx.doi.org/10.1046/j.1365-2699.2001.00524.x,28,2001
